sid,cid,jing,wei,price,mid
s_3824,c_30,120.40676200000001,33.337511,56,m_3445
s_4122,c_36,120.407436,33.336584,50,m_3445
s_10579,c_49,120.40603600000001,33.336988,60,m_3445
s_12569,c_29,120.408671,33.336768,50,m_3445
s_31606,c_33,120.407601,33.336651,36,m_3445
s_34883,c_34,120.407779,33.336806,30,m_3445
s_36142,c_49,120.408574,33.33696,57,m_3445
s_48060,c_34,120.408102,33.337545,38,m_3445
s_60120,c_36,120.406819,33.337114,62,m_3445
s_73741,c_27,120.40821399999999,33.337808,47,m_3445
s_89774,c_43,120.4086,33.337288,60,m_3445
s_119793,c_29,120.408575,33.338021999999995,35,m_3445
s_127341,c_55,120.406019,33.337296,53,m_3445
s_176407,c_1,120.40682,33.337113,58,m_3445
s_182221,c_25,120.40845,33.337410999999996,52,m_3445
s_205205,c_56,120.40753500000001,33.337515,57,m_3445
s_241687,c_47,120.406402,33.336861,64,m_3445
s_274190,c_36,120.408353,33.33749,44,m_3445
s_292369,c_30,120.40879299999999,33.337157,50,m_3445
s_321230,c_34,120.4072,33.336439,40,m_3445
s_335997,c_53,120.40616100000001,33.33705,64,m_3445
s_362745,c_28,120.40685500000001,33.337091,34,m_3445
s_382308,c_38,120.406152,33.33749,50,m_3445
s_392147,c_17,120.40833899999998,33.337528999999996,68,m_3445
s_450729,c_44,120.408599,33.337295000000005,53,m_3445
s_476342,c_47,120.40763500000001,33.337531,61,m_3445
s_497467,c_33,120.40830700000001,33.337977,53,m_3445
s_526455,c_30,120.405803,33.337312,41,m_3445
s_534575,c_13,120.407852,33.337538,58,m_3445
s_606867,c_6,120.4084,33.337486,59,m_3445
s_617296,c_38,120.407698,33.337055,36,m_3445
s_645735,c_11,120.406053,33.336452,52,m_3445
s_767679,c_38,120.407866,33.337559999999996,46,m_3445
s_842395,c_24,120.40677099999999,33.337087,70,m_3445
s_925556,c_11,120.406819,33.337114,60,m_3445
s_928034,c_26,120.408616,33.337259,66,m_3445
s_928037,c_25,120.408424,33.337697999999996,49,m_3445
s_1100967,c_56,120.40580600000001,33.337136,49,m_3445
s_1130627,c_38,120.40583600000001,33.337348,42,m_3445
s_1195442,c_5,120.40685500000001,33.337224,58,m_3445
s_1203918,c_29,120.405576,33.336696999999994,50,m_3445
s_1354731,c_15,120.40858899999999,33.337245,62,m_3445
s_1490183,c_59,120.40737299999999,33.336728,52,m_3445
s_1539595,c_28,120.407753,33.336631,34,m_3445
s_1743210,c_38,120.407573,33.337194000000004,41,m_3445
s_1818662,c_28,120.406819,33.337114,45,m_3445
s_1981830,c_28,120.408576,33.33733,54,m_3445
s_1995028,c_7,120.40713000000001,33.337121,63,m_3445
s_2033581,c_28,120.406168,33.336919,62,m_3445
s_2044098,c_28,120.40750200000001,33.337253000000004,40,m_3445
s_2095919,c_28,120.40635400000001,33.336733,50,m_3445
s_2435509,c_24,120.405915,33.336651,64,m_3445
s_2888407,c_28,120.407726,33.336982,44,m_3445
s_3033477,c_22,120.408149,33.337909,55,m_3445
s_3040044,c_14,120.407242,33.337532,46,m_3445
s_3142688,c_28,120.406576,33.336469,42,m_3445
s_3173412,c_48,120.407853,33.33744,67,m_3445
s_3314801,c_133,120.406819,33.337114,61,m_3445
s_3445033,c_28,120.406819,33.337114,44,m_3445
s_3618795,c_133,120.40834199999999,33.337583,59,m_3445
s_3740350,c_38,120.40731299999999,33.337073,44,m_3445
s_3753017,c_28,120.40886100000002,33.337551,44,m_3445
s_3826384,c_50,120.406819,33.337114,61,m_3445
s_3947065,c_56,120.407098,33.337025,56,m_3445
s_3966211,c_2,120.40693999999999,33.337564,55,m_3445
s_4004068,c_38,120.40731299999999,33.337073,44,m_3445
s_4004348,c_38,120.405751,33.33681,42,m_3445
s_4004971,c_10,120.406819,33.337114,55,m_3445
