sid,cid,jing,wei,price,mid
s_3633,c_36,121.312165,31.919009000000003,50,m_1375
s_13202,c_29,121.312288,31.918234,50,m_1375
s_50815,c_30,121.31412900000001,31.918434,47,m_1375
s_54272,c_59,121.31223200000001,31.918442,42,m_1375
s_54307,c_30,121.313053,31.918926000000003,46,m_1375
s_57178,c_30,121.312925,31.916414000000003,47,m_1375
s_60878,c_27,121.312211,31.91875,47,m_1375
s_62687,c_36,121.312873,31.917455,62,m_1375
s_65714,c_1,121.31296100000002,31.9162,65,m_1375
s_66450,c_1,121.313542,31.916424,44,m_1375
s_90003,c_43,121.31306000000001,31.917455,60,m_1375
s_96686,c_26,121.31288400000001,31.917462,44,m_1375
s_108176,c_56,121.313728,31.916365999999996,49,m_1375
s_176656,c_53,121.312728,31.916488,65,m_1375
s_279514,c_28,121.31341599999999,31.916288,40,m_1375
s_302457,c_49,121.312924,31.918978000000003,63,m_1375
s_330372,c_29,121.312141,31.918453000000003,50,m_1375
s_351076,c_34,121.313083,31.916334000000003,34,m_1375
s_376770,c_27,121.312345,31.918460999999997,44,m_1375
s_382098,c_38,121.31338799999999,31.9166,50,m_1375
s_391446,c_6,121.312154,31.918761,60,m_1375
s_394403,c_59,121.312202,31.918691,50,m_1375
s_399156,c_38,121.31215300000001,31.918957000000002,47,m_1375
s_411717,c_14,121.313268,31.919037,42,m_1375
s_420549,c_10,121.313001,31.916358000000002,57,m_1375
s_445649,c_13,121.313346,31.918569,54,m_1375
s_459711,c_49,121.312947,31.916265000000003,60,m_1375
s_464215,c_5,121.31279099999999,31.916301,64,m_1375
s_488330,c_28,121.31293400000001,31.916271000000002,42,m_1375
s_488929,c_2,121.313326,31.916041999999997,60,m_1375
s_521747,c_43,121.313298,31.916377,62,m_1375
s_544910,c_28,121.314374,31.917029,43,m_1375
s_552064,c_44,121.313534,31.917403000000004,59,m_1375
s_573413,c_38,121.312932,31.917451,47,m_1375
s_634867,c_14,121.31307,31.918763000000002,47,m_1375
s_677474,c_25,121.312925,31.916234000000003,36,m_1375
s_684571,c_38,121.312129,31.918986999999998,49,m_1375
s_703746,c_25,121.312215,31.918662,50,m_1375
s_733939,c_14,121.31420200000001,31.917122999999997,54,m_1375
s_770662,c_15,121.312749,31.916164000000002,67,m_1375
s_841533,c_12,121.31295700000001,31.916245,65,m_1375
s_1418362,c_34,121.312524,31.917392,40,m_1375
s_1434743,c_12,121.312872,31.916171999999996,73,m_1375
s_1675974,c_24,121.314444,31.917004,60,m_1375
s_1871761,c_33,121.312874,31.919071000000002,40,m_1375
s_1966995,c_38,121.312312,31.918658,41,m_1375
s_2085990,c_28,121.312096,31.919126000000002,39,m_1375
s_2135574,c_50,121.312476,31.918661,59,m_1375
s_2140651,c_24,121.313239,31.916346,62,m_1375
s_2329616,c_30,121.31228600000001,31.918645,46,m_1375
s_2685551,c_6,121.312683,31.917176,57,m_1375
s_2959717,c_28,121.313525,31.918312,43,m_1375
s_3028745,c_34,121.313126,31.918387,42,m_1375
s_3059627,c_12,121.31431200000002,31.918271999999998,64,m_1375
s_3079291,c_29,121.312573,31.918654999999998,46,m_1375
s_3278888,c_26,121.312671,31.91858,46,m_1375
s_3418809,c_27,121.313135,31.918459999999996,38,m_1375
s_3517889,c_56,121.31301699999999,31.917325,56,m_1375
s_3586344,c_26,121.31278700000001,31.916190999999998,44,m_1375
s_3688510,c_28,121.31223,31.919077,42,m_1375
s_3691790,c_59,121.312451,31.918602000000003,44,m_1375
s_3733284,c_34,121.313893,31.918376000000002,36,m_1375
s_3740759,c_26,121.31244099999999,31.918836,44,m_1375
s_3788495,c_26,121.313125,31.918547999999998,44,m_1375
s_3892577,c_27,121.31419199999999,31.918276000000002,42,m_1375
s_3910560,c_30,121.313111,31.918881,40,m_1375
s_3974389,c_38,121.312924,31.916292,43,m_1375
s_4003234,c_38,121.31423500000001,31.915812,43,m_1375
s_4004581,c_39,121.313478,31.916090000000004,56,m_1375
