sid,cid,jing,wei,price,mid
s_78194,c_30,119.62951699999999,26.746721,40,m_5076
s_199860,c_30,119.627753,26.747003999999997,40,m_5076
s_240662,c_30,119.628026,26.746778999999997,44,m_5076
s_293485,c_13,119.629815,26.744795,57,m_5076
s_320250,c_49,119.62813899999999,26.745984999999997,76,m_5076
s_371078,c_28,119.628542,26.745874,41,m_5076
s_371187,c_38,119.62975800000001,26.745210999999998,40,m_5076
s_374610,c_33,119.628961,26.745775,53,m_5076
s_374909,c_28,119.63063899999999,26.745448,40,m_5076
s_376593,c_38,119.629457,26.74516,47,m_5076
s_377133,c_49,119.630609,26.745040000000003,61,m_5076
s_377148,c_13,119.63067099999999,26.745109000000003,59,m_5076
s_378016,c_9,119.630553,26.744922999999996,59,m_5076
s_381381,c_49,119.630578,26.745487,60,m_5076
s_381923,c_47,119.628941,26.745599,62,m_5076
s_382453,c_49,119.630059,26.745088,58,m_5076
s_383322,c_38,119.629754,26.745214,48,m_5076
s_383832,c_13,119.63064299999999,26.745379999999997,53,m_5076
s_384268,c_50,119.630486,26.7457,65,m_5076
s_384270,c_34,119.62973799999999,26.745225,41,m_5076
s_384679,c_38,119.629791,26.745199,53,m_5076
s_386179,c_13,119.628273,26.745504999999998,50,m_5076
s_389522,c_43,119.630008,26.744936,63,m_5076
s_391914,c_50,119.630265,26.744962,70,m_5076
s_392473,c_13,119.630675,26.745334999999997,67,m_5076
s_399764,c_24,119.630559,26.745502000000002,62,m_5076
s_402684,c_13,119.630835,26.744704,61,m_5076
s_402997,c_38,119.62976299999998,26.745126000000003,54,m_5076
s_403844,c_43,119.629347,26.745424,60,m_5076
s_404530,c_34,119.63020800000001,26.745059,38,m_5076
s_404873,c_38,119.628689,26.746629,40,m_5076
s_405393,c_46,119.628225,26.745852000000003,44,m_5076
s_407156,c_47,119.630582,26.745480999999998,73,m_5076
s_410773,c_29,119.63006100000001,26.745203999999998,44,m_5076
s_414488,c_50,119.62848999999999,26.746316999999998,59,m_5076
s_415527,c_38,119.630402,26.744964000000003,34,m_5076
s_416270,c_50,119.628171,26.745804999999997,53,m_5076
s_422335,c_13,119.62782299999999,26.746209000000004,57,m_5076
s_431207,c_1,119.630315,26.745601,62,m_5076
s_434884,c_28,119.62859499999999,26.745656,44,m_5076
s_435270,c_1,119.629003,26.745891999999998,40,m_5076
s_436942,c_24,119.62863899999999,26.745666999999997,62,m_5076
s_437604,c_10,119.63063899999999,26.745444,60,m_5076
s_437652,c_53,119.628578,26.745852000000003,57,m_5076
s_437656,c_11,119.62821799999999,26.745781,60,m_5076
s_441668,c_1,119.62821299999999,26.745773,62,m_5076
s_444977,c_26,119.628222,26.746814,48,m_5076
s_446208,c_16,119.629678,26.745372999999997,60,m_5076
s_446763,c_33,119.62973999999998,26.74525,58,m_5076
s_447954,c_24,119.63060700000001,26.745417,59,m_5076
s_449241,c_34,119.63056,26.745334000000003,34,m_5076
s_453137,c_30,119.630091,26.745268,56,m_5076
s_460945,c_11,119.62972099999999,26.745749,58,m_5076
s_462427,c_38,119.63008400000001,26.745083,50,m_5076
s_466444,c_50,119.629618,26.745507,54,m_5076
s_473048,c_28,119.629121,26.746328000000002,47,m_5076
s_474012,c_41,119.63054199999999,26.744982,81,m_5076
s_475229,c_50,119.628037,26.745863,64,m_5076
s_491291,c_38,119.629925,26.745171999999997,54,m_5076
s_493593,c_30,119.62913999999999,26.745759000000003,44,m_5076
s_520585,c_13,119.629029,26.745441999999997,56,m_5076
s_521485,c_49,119.62793400000001,26.745884000000004,59,m_5076
s_532041,c_1,119.629577,26.746069,57,m_5076
s_532393,c_30,119.62932099999999,26.745706,43,m_5076
s_533970,c_30,119.62925700000001,26.7463,45,m_5076
s_542946,c_49,119.629791,26.745520000000003,65,m_5076
s_557224,c_50,119.62881499999999,26.745962,70,m_5076
s_560820,c_25,119.62833300000001,26.746889000000003,45,m_5076
s_562490,c_30,119.627766,26.746939,40,m_5076
s_563264,c_49,119.628317,26.745834999999996,65,m_5076
s_606438,c_33,119.62565,26.74748,44,m_5076
s_628407,c_1,119.62794199999999,26.746521,55,m_5076
s_662764,c_27,119.63065900000001,26.744775,50,m_5076
s_664795,c_27,119.62816399999998,26.745796000000002,53,m_5076
s_673301,c_36,119.63045,26.744375,47,m_5076
s_687203,c_38,119.62985,26.745356,62,m_5076
s_698873,c_38,119.629655,26.745128,46,m_5076
s_709357,c_49,119.63059799999999,26.745493,66,m_5076
s_713593,c_53,119.627922,26.746344,55,m_5076
s_724666,c_49,119.63068200000001,26.74493,85,m_5076
s_729375,c_27,119.62928500000001,26.745227000000003,40,m_5076
s_741161,c_13,119.63008,26.744352000000003,62,m_5076
s_752099,c_25,119.62903899999999,26.745751000000002,46,m_5076
s_783770,c_25,119.626332,26.747115,46,m_5076
s_802750,c_13,119.62923400000001,26.745565999999997,58,m_5076
s_926156,c_34,119.62868999999999,26.746206,40,m_5076
