sid,cid,jing,wei,price,mid
s_3691,c_30,123.801051,42.367171,56,m_1085
s_10288,c_49,123.80129699999999,42.367162,60,m_1085
s_12258,c_29,123.80098100000001,42.367232,46,m_1085
s_25873,c_30,123.798378,42.367046,38,m_1085
s_28586,c_59,123.800203,42.367284000000005,32,m_1085
s_78967,c_1,123.80043,42.36724,61,m_1085
s_80298,c_30,123.79990600000001,42.367243,40,m_1085
s_81773,c_30,123.80158999999999,42.367165,40,m_1085
s_93235,c_49,123.79998400000001,42.367201,54,m_1085
s_93269,c_49,123.80008500000001,42.36714,59,m_1085
s_117363,c_10,123.80158999999999,42.367165,39,m_1085
s_149996,c_55,123.80043,42.36724,57,m_1085
s_174242,c_59,123.800973,42.367739,40,m_1085
s_213546,c_30,123.8009,42.367802000000005,48,m_1085
s_242593,c_28,123.80158999999999,42.367164,40,m_1085
s_329080,c_30,123.79863999999999,42.367459999999994,50,m_1085
s_368882,c_27,123.798442,42.367411,40,m_1085
s_402248,c_28,123.801593,42.367164,41,m_1085
s_410718,c_29,123.80043,42.36724,44,m_1085
s_413695,c_10,123.800569,42.366953,52,m_1085
s_415783,c_38,123.799355,42.366676,38,m_1085
s_433191,c_29,123.800963,42.366809,43,m_1085
s_525396,c_14,123.799476,42.366088,40,m_1085
s_610240,c_38,123.80110900000001,42.367328,40,m_1085
s_769217,c_30,123.80021599999999,42.367221,40,m_1085
s_815705,c_38,123.799571,42.366546,39,m_1085
s_817781,c_34,123.798891,42.367268,34,m_1085
s_859330,c_10,123.79983600000001,42.36707,58,m_1085
s_1016621,c_33,123.799476,42.366088,54,m_1085
s_1187707,c_30,123.80158999999999,42.367165,46,m_1085
s_1509930,c_30,123.80008899999999,42.367588,44,m_1085
s_1871093,c_28,123.800036,42.367335,40,m_1085
s_1937664,c_38,123.801005,42.366836,39,m_1085
s_2609489,c_49,123.800367,42.367357,62,m_1085
s_2885451,c_28,123.79968500000001,42.367364,43,m_1085
s_2924939,c_34,123.80078799999998,42.367284999999995,35,m_1085
s_2967435,c_29,123.79991299999999,42.367273,47,m_1085
s_2973950,c_30,123.799057,42.367251,42,m_1085
s_2995881,c_28,123.799884,42.367290000000004,41,m_1085
s_3139722,c_56,123.80131000000002,42.36475,59,m_1085
s_3295781,c_47,123.800444,42.367083,63,m_1085
s_3295811,c_47,123.80076499999998,42.367272,59,m_1085
s_3297436,c_28,123.7994,42.366091,42,m_1085
s_3485330,c_50,123.80106799999999,42.367253000000005,60,m_1085
s_3545599,c_59,123.7994,42.366091,44,m_1085
s_3586491,c_28,123.80002900000001,42.367256,42,m_1085
s_3620257,c_29,123.80008899999999,42.367588,46,m_1085
s_3664782,c_30,123.80158999999999,42.367164,45,m_1085
s_3752049,c_30,123.799426,42.36728,44,m_1085
s_3753192,c_30,123.79856399999998,42.367069,45,m_1085
s_3754758,c_30,123.80008899999999,42.367588,45,m_1085
s_3768076,c_28,123.80046999999999,42.367275,44,m_1085
s_3869193,c_28,123.799811,42.367258,43,m_1085
