sid,cid,jing,wei,price,mid
s_55183,c_36,114.832194,31.234444,50,m_4094
s_295553,c_49,114.83226200000001,31.234538,62,m_4094
s_297971,c_28,114.831291,31.233495,55,m_4094
s_309696,c_42,114.83221699999999,31.234458,66,m_4094
s_317382,c_49,114.83240500000001,31.234782,60,m_4094
s_322761,c_27,114.83191000000001,31.234269,47,m_4094
s_335306,c_34,114.83143500000001,31.234002,40,m_4094
s_346654,c_50,114.831949,31.234184000000003,57,m_4094
s_348233,c_30,114.832027,31.234263000000002,56,m_4094
s_348331,c_24,114.83138000000001,31.232715999999996,62,m_4094
s_348962,c_34,114.832834,31.235381,42,m_4094
s_352453,c_50,114.83259,31.235221000000003,56,m_4094
s_356566,c_19,114.832528,31.23515,57,m_4094
s_358502,c_38,114.831075,31.233932,42,m_4094
s_361706,c_38,114.82972,31.23194,46,m_4094
s_362723,c_34,114.83072,31.233502,40,m_4094
s_363090,c_38,114.831129,31.233259000000004,34,m_4094
s_363894,c_50,114.830161,31.232539000000003,60,m_4094
s_364305,c_26,114.83102199999999,31.233166999999998,38,m_4094
s_372082,c_3,114.83039,31.232304,52,m_4094
s_374266,c_34,114.83100800000001,31.234061999999998,34,m_4094
s_374974,c_24,114.831675,31.234821999999998,55,m_4094
s_375220,c_30,114.832177,31.234455,47,m_4094
s_382746,c_1,114.83039099999999,31.234036,47,m_4094
s_384934,c_3,114.82986899999999,31.232621999999996,50,m_4094
s_385605,c_28,114.830473,31.233994,60,m_4094
s_386264,c_30,114.83194099999999,31.234263000000002,50,m_4094
s_386502,c_29,114.8316,31.233959000000002,55,m_4094
s_386849,c_50,114.832798,31.235269,54,m_4094
s_388471,c_29,114.83192,31.234184999999997,60,m_4094
s_388962,c_30,114.831985,31.234234999999998,53,m_4094
s_389561,c_29,114.830076,31.231596999999997,50,m_4094
s_390163,c_11,114.83218799999999,31.234476,63,m_4094
s_390202,c_36,114.830895,31.233897,44,m_4094
s_392043,c_29,114.832577,31.235260999999998,47,m_4094
s_396481,c_5,114.83063100000001,31.231653,67,m_4094
s_397515,c_25,114.83082399999999,31.234011,44,m_4094
s_399130,c_36,114.83258799999999,31.235333,50,m_4094
s_399586,c_28,114.83136200000001,31.233887,39,m_4094
s_400711,c_51,114.83168300000001,31.234640999999996,67,m_4094
s_410754,c_29,114.83138400000001,31.233891999999997,47,m_4094
s_412652,c_43,114.83254699999999,31.235246000000004,61,m_4094
s_419610,c_3,114.832209,31.234423,58,m_4094
s_423374,c_50,114.83224299999999,31.234417999999998,62,m_4094
s_426386,c_34,114.830905,31.233859999999996,32,m_4094
s_439453,c_50,114.832163,31.234341999999998,57,m_4094
s_448373,c_34,114.832495,31.235287,38,m_4094
s_452437,c_7,114.83168300000001,31.234640999999996,60,m_4094
s_456703,c_3,114.832554,31.235158000000002,58,m_4094
s_459469,c_36,114.83168300000001,31.234640999999996,44,m_4094
s_464520,c_3,114.829357,31.232623999999998,57,m_4094
s_465899,c_128,114.831575,31.234585,59,m_4094
s_474493,c_30,114.83073700000001,31.2347,49,m_4094
s_508078,c_38,114.830176,31.231863,38,m_4094
s_511326,c_15,114.82973999999999,31.232626,66,m_4094
s_575600,c_11,114.831678,31.234108000000003,57,m_4094
s_593148,c_49,114.8297,31.232634,64,m_4094
s_612084,c_1,114.832025,31.234358,60,m_4094
s_618673,c_3,114.830048,31.231790999999998,55,m_4094
s_682089,c_1,114.83216100000001,31.234419,60,m_4094
s_827748,c_26,114.830927,31.233116,46,m_4094
s_877825,c_13,114.83220800000001,31.234498,54,m_4094
s_1029604,c_34,114.831356,31.233865,32,m_4094
s_1159397,c_44,114.831291,31.233495,58,m_4094
s_1210860,c_36,114.831319,31.234058,42,m_4094
s_1223075,c_6,114.830649,31.233655,58,m_4094
s_1996520,c_38,114.831244,31.233951,49,m_4094
s_2034577,c_47,114.83044,31.23207,71,m_4094
s_2542467,c_53,114.83183100000001,31.234045000000002,60,m_4094
s_2994779,c_38,114.831291,31.233495,40,m_4094
s_3058641,c_34,114.83126399999999,31.233806,42,m_4094
s_3121335,c_34,114.831878,31.234281,42,m_4094
s_3197710,c_50,114.83221100000002,31.234575,62,m_4094
s_3260134,c_39,114.831878,31.234281,60,m_4094
s_3633039,c_29,114.83180700000001,31.234176,56,m_4094
s_3750412,c_38,114.830409,31.232398,46,m_4094
s_3904995,c_38,114.83049399999999,31.233581,44,m_4094
s_3994709,c_38,114.830028,31.231227,42,m_4094
