sid,cid,jing,wei,price,mid
s_4451,c_47,117.365113,40.666893,59,m_1621
s_7890,c_29,117.36515,40.665983000000004,48,m_1621
s_12304,c_49,117.36519399999999,40.665978,59,m_1621
s_44023,c_24,117.365251,40.667018,55,m_1621
s_44688,c_29,117.36485400000001,40.666784,49,m_1621
s_46692,c_50,117.364888,40.666169000000004,62,m_1621
s_49892,c_33,117.365187,40.665954,52,m_1621
s_54078,c_30,117.36483,40.665695,54,m_1621
s_60223,c_36,117.36588200000001,40.665797999999995,62,m_1621
s_62459,c_2,117.365045,40.666078000000006,63,m_1621
s_71129,c_29,117.36516499999999,40.666121999999994,52,m_1621
s_77230,c_53,117.36516499999999,40.666121999999994,54,m_1621
s_87608,c_36,117.365051,40.666084000000005,48,m_1621
s_88741,c_36,117.365051,40.666084000000005,48,m_1621
s_97900,c_6,117.365306,40.667187,58,m_1621
s_143259,c_6,117.366224,40.665923,59,m_1621
s_181046,c_9,117.365845,40.66621,58,m_1621
s_250643,c_30,117.36471100000001,40.667285,50,m_1621
s_289314,c_30,117.36484399999999,40.666981,44,m_1621
s_302639,c_24,117.36443100000001,40.666623,61,m_1621
s_484148,c_11,117.365303,40.666456,67,m_1621
s_484262,c_28,117.36530400000001,40.666457,48,m_1621
s_484269,c_50,117.365303,40.666456,65,m_1621
s_484394,c_38,117.36573,40.666826,50,m_1621
s_484399,c_2,117.365303,40.666456,65,m_1621
s_484517,c_50,117.36493999999999,40.666136,64,m_1621
s_484530,c_4,117.365049,40.666067,64,m_1621
s_484601,c_50,117.365303,40.666456,59,m_1621
s_484605,c_49,117.365303,40.666456,70,m_1621
s_484863,c_38,117.365303,40.666456,45,m_1621
s_484976,c_50,117.365303,40.666456,43,m_1621
s_485113,c_42,117.365303,40.666456,80,m_1621
s_485115,c_56,117.365303,40.666456,59,m_1621
s_485117,c_15,117.365255,40.666821,72,m_1621
s_485134,c_38,117.365303,40.666456,40,m_1621
s_485138,c_51,117.36538300000001,40.666026,72,m_1621
s_485144,c_50,117.365051,40.666084000000005,61,m_1621
s_485190,c_5,117.365303,40.666456,64,m_1621
s_485193,c_34,117.365303,40.666456,42,m_1621
s_485196,c_30,117.365303,40.666456,51,m_1621
s_485331,c_11,117.364954,40.666343,59,m_1621
s_485333,c_10,117.365255,40.666821,56,m_1621
s_485397,c_38,117.365303,40.666456,46,m_1621
s_485410,c_50,117.36530400000001,40.666457,58,m_1621
s_485469,c_34,117.36548700000002,40.666431,40,m_1621
s_485473,c_30,117.36530400000001,40.666457,48,m_1621
s_485598,c_30,117.36523500000001,40.666765999999996,48,m_1621
s_486130,c_24,117.36546499999999,40.666567,61,m_1621
s_486418,c_30,117.36530400000001,40.666457,46,m_1621
s_664954,c_56,117.365303,40.666456,61,m_1621
s_665829,c_36,117.365303,40.666456,48,m_1621
s_665836,c_38,117.365303,40.666456,47,m_1621
s_666880,c_38,117.365303,40.666456,58,m_1621
s_666916,c_29,117.365303,40.666456,49,m_1621
s_667404,c_34,117.365303,40.666456,41,m_1621
s_667626,c_26,117.365303,40.666456,56,m_1621
s_667654,c_38,117.365303,40.666456,49,m_1621
s_674459,c_50,117.365303,40.666456,64,m_1621
s_675050,c_34,117.365303,40.666456,48,m_1621
s_675867,c_50,117.365303,40.666456,65,m_1621
s_676220,c_28,117.365303,40.666456,51,m_1621
s_676811,c_28,117.365303,40.666456,52,m_1621
s_676892,c_13,117.365303,40.666456,58,m_1621
s_682879,c_36,117.365303,40.666456,50,m_1621
s_683755,c_13,117.365303,40.666456,59,m_1621
s_996621,c_49,117.365504,40.665809,73,m_1621
s_1002478,c_26,117.365303,40.666456,62,m_1621
s_1172317,c_55,117.365303,40.666456,61,m_1621
s_1172480,c_33,117.365303,40.666456,52,m_1621
s_1173492,c_13,117.365303,40.666456,57,m_1621
s_1175711,c_28,117.365303,40.666456,46,m_1621
s_1181443,c_15,117.365303,40.666456,69,m_1621
s_2119058,c_38,117.36523999999999,40.665774,49,m_1621
s_2120165,c_38,117.365303,40.666456,52,m_1621
s_2125444,c_28,117.365303,40.666456,53,m_1621
s_2136565,c_30,117.365303,40.666456,47,m_1621
s_2136631,c_25,117.365303,40.666456,44,m_1621
s_2144849,c_25,117.365303,40.666456,48,m_1621
s_2147550,c_38,117.365303,40.666456,46,m_1621
s_2164256,c_49,117.365229,40.667772,64,m_1621
s_2167136,c_38,117.365303,40.666456,46,m_1621
s_2257974,c_55,117.365303,40.666456,38,m_1621
s_2651072,c_30,117.36551599999999,40.666683,50,m_1621
s_2792612,c_6,117.36553799999999,40.665977000000005,66,m_1621
s_2874681,c_24,117.365303,40.666456,60,m_1621
s_2875561,c_29,117.365067,40.666081,46,m_1621
s_3338797,c_8,117.365303,40.666456,61,m_1621
s_3351355,c_38,117.365303,40.666456,41,m_1621
s_3351582,c_38,117.36533500000002,40.666477,42,m_1621
s_3356003,c_38,117.3663,40.66621,45,m_1621
s_3359516,c_59,117.36565700000001,40.666443,43,m_1621
s_3361458,c_49,117.36551200000001,40.66632,64,m_1621
s_3361934,c_38,117.365303,40.666456,43,m_1621
s_3552230,c_38,117.36506000000001,40.666042,46,m_1621
s_3584138,c_38,117.36501000000001,40.666146000000005,46,m_1621
s_3641464,c_39,117.365003,40.667807,59,m_1621
s_3660303,c_33,117.365229,40.665894,52,m_1621
s_3698146,c_1,117.36590600000001,40.666601,75,m_1621
s_3698465,c_13,117.36588400000001,40.666552,72,m_1621
s_3703070,c_44,117.365879,40.666585,66,m_1621
s_3718698,c_48,117.365374,40.666269,61,m_1621
s_3814796,c_56,117.365905,40.666663,54,m_1621
