sid,cid,jing,wei,price,mid
s_3920,c_30,112.489558,41.791644,56,m_6167
s_5071,c_43,112.490321,41.791934999999995,62,m_6167
s_11733,c_29,112.48930800000001,41.791973,50,m_6167
s_54854,c_34,112.491169,41.792138,38,m_6167
s_60124,c_36,112.48988200000001,41.792475,62,m_6167
s_218821,c_30,112.48914599999999,41.791513,48,m_6167
s_242556,c_27,112.49041299999999,41.791826,42,m_6167
s_386836,c_36,112.48976200000001,41.791777,44,m_6167
s_389529,c_29,112.490898,41.792421999999995,57,m_6167
s_392139,c_25,112.48946000000001,41.791634,44,m_6167
s_394181,c_25,112.490606,41.792807,44,m_6167
s_411741,c_29,112.48883400000001,41.791191999999995,48,m_6167
s_435511,c_26,112.490568,41.792431,34,m_6167
s_436087,c_13,112.489832,41.79252,49,m_6167
s_463833,c_38,112.49061499999999,41.791984,44,m_6167
s_464898,c_26,112.490997,41.791981,45,m_6167
s_464902,c_28,112.49051999999999,41.791996000000005,34,m_6167
s_465594,c_22,112.490403,41.792208,57,m_6167
s_465664,c_27,112.49028200000001,41.791808,50,m_6167
s_466318,c_1,112.490619,41.791981,57,m_6167
s_466567,c_13,112.490445,41.791954,57,m_6167
s_466986,c_50,112.489871,41.792459,54,m_6167
s_470306,c_13,112.488795,41.791181,54,m_6167
s_472844,c_13,112.49051599999999,41.791883,62,m_6167
s_473534,c_47,112.490117,41.791942999999996,56,m_6167
s_474071,c_19,112.490997,41.791981,57,m_6167
s_475735,c_38,112.490485,41.792018,46,m_6167
s_479995,c_13,112.490954,41.792058000000004,57,m_6167
s_484290,c_13,112.490844,41.792192,50,m_6167
s_490128,c_38,112.490412,41.791827000000005,40,m_6167
s_523723,c_30,112.489722,41.791881,49,m_6167
s_524910,c_38,112.48931100000001,41.791663,34,m_6167
s_563943,c_47,112.490372,41.792065,60,m_6167
s_682451,c_13,112.49123200000001,41.792142999999996,56,m_6167
s_705404,c_25,112.49031399999998,41.791398,50,m_6167
s_855678,c_30,112.49051999999999,41.792507,49,m_6167
s_915654,c_38,112.49031399999998,41.791652,47,m_6167
s_1283349,c_33,112.491029,41.791625,44,m_6167
s_1483069,c_24,112.490377,41.791726000000004,55,m_6167
