sid,cid,jing,wei,price,mid
s_3480,c_36,122.30678200000001,32.087291,50,m_1409
s_3699,c_30,122.308319,32.088196,56,m_1409
s_5917,c_26,122.307846,32.08811,52,m_1409
s_9554,c_29,122.30641200000001,32.087247,50,m_1409
s_17475,c_28,122.30847299999999,32.087157,40,m_1409
s_17968,c_2,122.30820600000001,32.087478999999995,50,m_1409
s_20409,c_28,122.308146,32.087737,44,m_1409
s_32485,c_55,122.30996599999999,32.087565000000005,38,m_1409
s_35987,c_6,122.30921200000002,32.0869,64,m_1409
s_43374,c_24,122.31009499999999,32.088213,55,m_1409
s_43525,c_34,122.307667,32.087714,38,m_1409
s_52283,c_49,122.30950700000001,32.088688,60,m_1409
s_53891,c_36,122.309004,32.088347,52,m_1409
s_53909,c_49,122.30999299999999,32.087914000000005,68,m_1409
s_60170,c_36,122.31055800000001,32.088105999999996,62,m_1409
s_63015,c_2,122.308947,32.087918,65,m_1409
s_88028,c_13,122.31059199999999,32.08807,63,m_1409
s_94543,c_51,122.308875,32.088224,54,m_1409
s_143539,c_29,122.31099499999999,32.087758,46,m_1409
s_146040,c_5,122.309618,32.087916,59,m_1409
s_181488,c_9,122.306799,32.087317999999996,65,m_1409
s_186761,c_47,122.309881,32.088438000000004,64,m_1409
s_200577,c_50,122.30869799999999,32.088116,63,m_1409
s_202436,c_38,122.310873,32.087365000000005,50,m_1409
s_207809,c_4,122.30870300000001,32.087927,62,m_1409
s_225064,c_34,122.30702600000001,32.087348,42,m_1409
s_252174,c_30,122.31031599999999,32.088212,50,m_1409
s_259001,c_28,122.30622199999999,32.087043,44,m_1409
s_288430,c_34,122.309976,32.087691,38,m_1409
s_298098,c_30,122.307266,32.087641,47,m_1409
s_354618,c_28,122.30899699999999,32.088306,38,m_1409
s_374593,c_18,122.30849099999999,32.087884,70,m_1409
s_404765,c_15,122.31087600000001,32.088429999999995,69,m_1409
s_411087,c_10,122.309401,32.0882,51,m_1409
s_417396,c_47,122.309671,32.088408,63,m_1409
s_417478,c_26,122.308472,32.088352,43,m_1409
s_482927,c_34,122.30736,32.087140000000005,35,m_1409
s_491119,c_50,122.309913,32.087998,62,m_1409
s_494139,c_15,122.30873799999999,32.087752,48,m_1409
s_512736,c_28,122.30873799999999,32.087752,51,m_1409
s_525479,c_50,122.310806,32.087851,64,m_1409
s_528742,c_26,122.308727,32.088271,54,m_1409
s_543988,c_14,122.308678,32.087384,46,m_1409
s_567970,c_26,122.308365,32.087321,45,m_1409
s_580441,c_49,122.30868000000001,32.087986,64,m_1409
s_635816,c_2,122.306927,32.087373,58,m_1409
s_655906,c_24,122.30856499999999,32.087410999999996,62,m_1409
s_688994,c_50,122.306727,32.087277,64,m_1409
s_700747,c_28,122.30821,32.088399,34,m_1409
s_742119,c_15,122.30729,32.08752,68,m_1409
s_767658,c_30,122.309398,32.086781,44,m_1409
s_771873,c_19,122.309854,32.087598,60,m_1409
s_779658,c_27,122.30958400000002,32.087668,44,m_1409
s_785669,c_26,122.308053,32.087475,47,m_1409
s_792040,c_20,122.310069,32.086786,59,m_1409
s_810403,c_28,122.30884099999999,32.087672,46,m_1409
s_835344,c_11,122.310348,32.086828999999994,60,m_1409
s_847392,c_34,122.30578100000001,32.086528,41,m_1409
s_929819,c_6,122.30748,32.087524,57,m_1409
s_1030512,c_47,122.30858799999999,32.087406,62,m_1409
s_1219089,c_38,122.30873799999999,32.087752,40,m_1409
s_1219090,c_38,122.30873799999999,32.087752,40,m_1409
s_1347287,c_15,122.30816100000001,32.087531,65,m_1409
s_1392131,c_28,122.30717299999999,32.087458000000005,45,m_1409
s_1426013,c_11,122.30868600000001,32.087754,68,m_1409
s_1465966,c_14,122.30836299999999,32.08791,47,m_1409
s_1468123,c_34,122.30606200000001,32.087158,41,m_1409
s_1877554,c_51,122.30868600000001,32.087754,64,m_1409
s_1914622,c_19,122.31073400000001,32.088494,63,m_1409
s_2871718,c_38,122.30878200000001,32.087894,42,m_1409
s_2884664,c_13,122.306901,32.086983000000004,49,m_1409
s_3020558,c_28,122.30868600000001,32.087701,42,m_1409
s_3025546,c_38,122.308608,32.087725,45,m_1409
s_3065094,c_26,122.30728899999998,32.0871,41,m_1409
s_3334136,c_28,122.308678,32.087340000000005,42,m_1409
s_3525977,c_15,122.30816000000002,32.087762,60,m_1409
s_3666815,c_13,122.306777,32.086929,57,m_1409
s_3683331,c_28,122.30873799999999,32.087752,44,m_1409
s_3704765,c_1,122.307179,32.087463,64,m_1409
s_3766026,c_38,122.30693799999999,32.087454,46,m_1409
s_3770035,c_34,122.308536,32.088368,40,m_1409
s_3842683,c_24,122.30643700000002,32.08775,59,m_1409
s_3859817,c_28,122.31057,32.087856,44,m_1409
s_3878839,c_28,122.308457,32.087216999999995,41,m_1409
s_3894979,c_50,122.307451,32.087746,61,m_1409
s_3901648,c_49,122.30801699999999,32.086493,64,m_1409
s_3963602,c_15,122.30868600000001,32.087754,58,m_1409
s_3991644,c_38,122.307746,32.088246999999996,43,m_1409
s_3992443,c_38,122.306867,32.087301000000004,44,m_1409
s_4036264,c_50,122.306835,32.087291,60,m_1409
s_4045255,c_59,122.30731499999999,32.087107,41,m_1409
s_4053407,c_26,122.30843200000001,32.087616,43,m_1409
s_4058005,c_28,122.307427,32.087295000000005,43,m_1409
