sid,cid,jing,wei,price,mid
s_143917,c_28,121.49627,32.081410999999996,36,m_2715
s_146081,c_38,121.495157,32.081191,49,m_2715
s_159108,c_29,121.49636399999999,32.081659,50,m_2715
s_162892,c_5,121.496155,32.08123,50,m_2715
s_167820,c_38,121.49491100000002,32.081229,36,m_2715
s_168882,c_50,121.495465,32.081207,63,m_2715
s_181442,c_34,121.494129,32.081594,34,m_2715
s_184554,c_28,121.494194,32.081537,51,m_2715
s_187145,c_47,121.496205,32.081334999999996,67,m_2715
s_188807,c_49,121.49398799999999,32.081783,60,m_2715
s_195832,c_50,121.49438899999998,32.081333,60,m_2715
s_213147,c_30,121.493994,32.081764,56,m_2715
s_222757,c_15,121.49416200000002,32.081578,50,m_2715
s_228704,c_11,121.49439699999999,32.081249,50,m_2715
s_329812,c_49,121.494378,32.081340000000004,54,m_2715
s_340767,c_38,121.49606599999998,32.081334999999996,30,m_2715
s_350828,c_36,121.494841,32.081261,50,m_2715
s_382067,c_38,121.495077,32.081356,50,m_2715
s_389634,c_29,121.49396499999999,32.081788,50,m_2715
s_408470,c_38,121.494123,32.081628,41,m_2715
s_433764,c_43,121.49416399999998,32.081588,57,m_2715
s_439760,c_13,121.49403899999999,32.081732,65,m_2715
s_440002,c_13,121.49413100000001,32.081653,55,m_2715
s_463313,c_14,121.497297,32.080718,42,m_2715
s_481908,c_26,121.49499499999999,32.081169,57,m_2715
s_524694,c_43,121.495272,32.08116,60,m_2715
s_576963,c_11,121.496498,32.081001,43,m_2715
s_612942,c_2,121.49661100000002,32.080735,51,m_2715
s_691437,c_48,121.49488799999999,32.081228,64,m_2715
s_701810,c_11,121.49558799999998,32.08106,58,m_2715
s_738967,c_30,121.49606899999999,32.080667,36,m_2715
s_760841,c_28,121.496095,32.080621,44,m_2715
s_770690,c_42,121.495552,32.081484,64,m_2715
s_822868,c_1,121.496118,32.080894,58,m_2715
s_843360,c_11,121.496031,32.081255999999996,60,m_2715
s_894561,c_39,121.49601200000001,32.08092,50,m_2715
s_901395,c_16,121.495681,32.081414,57,m_2715
s_967788,c_14,121.493948,32.080898,42,m_2715
s_1037773,c_29,121.494147,32.081558,40,m_2715
s_1063190,c_30,121.495552,32.081452,39,m_2715
s_1082544,c_49,121.495726,32.080662,48,m_2715
s_1140554,c_2,121.49416599999999,32.081262,57,m_2715
s_1176856,c_47,121.496043,32.082305,60,m_2715
s_1442689,c_38,121.495721,32.081191,36,m_2715
s_1481986,c_48,121.494285,32.081278000000005,60,m_2715
s_1800828,c_50,121.49556299999999,32.081497,60,m_2715
s_1813734,c_6,121.494496,32.081305,58,m_2715
s_2145835,c_24,121.493849,32.081721,63,m_2715
s_2218204,c_25,121.49556299999999,32.081497,53,m_2715
s_2218913,c_41,121.496967,32.080811,70,m_2715
s_2240322,c_38,121.495502,32.08119,38,m_2715
s_2678298,c_15,121.49556299999999,32.081497,60,m_2715
s_2769247,c_6,121.496475,32.081542,58,m_2715
s_2769856,c_28,121.494712,32.081229,40,m_2715
s_2893943,c_51,121.49421299999999,32.081503999999995,60,m_2715
s_3012938,c_34,121.497097,32.081524,42,m_2715
s_3186836,c_36,121.495705,32.080829,50,m_2715
s_3359298,c_38,121.494203,32.081511,46,m_2715
s_3402938,c_38,121.49633100000001,32.080745,40,m_2715
s_3419503,c_38,121.49556299999999,32.081497,51,m_2715
s_3427791,c_38,121.494321,32.081634,44,m_2715
s_3452951,c_30,121.495557,32.081223,46,m_2715
s_3469837,c_21,121.49556299999999,32.081497,56,m_2715
s_3501756,c_28,121.49556299999999,32.081497,44,m_2715
s_3526415,c_26,121.494454,32.081361,44,m_2715
s_3551162,c_38,121.49391000000001,32.080975,46,m_2715
s_3701971,c_21,121.495943,32.080657,57,m_2715
s_3798599,c_34,121.49556299999999,32.081497,36,m_2715
s_3835616,c_27,121.49556299999999,32.081497,41,m_2715
s_3843003,c_14,121.496351,32.080694,47,m_2715
s_3869281,c_34,121.49656499999999,32.081068,42,m_2715
s_3879145,c_19,121.496261,32.08136,57,m_2715
s_3955780,c_49,121.49556299999999,32.081497,60,m_2715
s_3977397,c_38,121.494076,32.081771999999994,40,m_2715
s_4024388,c_28,121.49424199999999,32.081235,41,m_2715
s_4056102,c_7,121.494244,32.081564,57,m_2715
