sid,cid,jing,wei,price,mid
s_1596,c_38,120.35518400000001,32.350688,32,m_4923
s_3889,c_30,120.353029,32.350865999999996,56,m_4923
s_7966,c_29,120.35245,32.351409999999994,50,m_4923
s_11771,c_49,120.355297,32.351819,60,m_4923
s_17627,c_24,120.355984,32.350815999999995,65,m_4923
s_45716,c_46,120.353227,32.350462,52,m_4923
s_61789,c_14,120.35319799999999,32.350402,44,m_4923
s_65896,c_47,120.35440600000001,32.351139,60,m_4923
s_77634,c_28,120.35469599999999,32.350636,40,m_4923
s_87840,c_53,120.35394699999999,32.351385,60,m_4923
s_89033,c_34,120.354143,32.351029,44,m_4923
s_89172,c_36,120.352404,32.351529,62,m_4923
s_98843,c_13,120.353885,32.350694,50,m_4923
s_181450,c_25,120.35489399999999,32.351273,49,m_4923
s_187554,c_47,120.35399,32.351565,62,m_4923
s_196563,c_50,120.354712,32.35068,57,m_4923
s_217184,c_30,120.354105,32.350429,45,m_4923
s_292318,c_30,120.355274,32.351545,50,m_4923
s_299383,c_29,120.35398400000001,32.351559,47,m_4923
s_329914,c_54,120.35234799999999,32.350763,44,m_4923
s_381961,c_38,120.352383,32.351741,50,m_4923
s_391136,c_17,120.35311899999999,32.351420000000005,70,m_4923
s_392725,c_43,120.35230200000001,32.351292,57,m_4923
s_395475,c_49,120.353125,32.350904,67,m_4923
s_401630,c_14,120.354152,32.350491,43,m_4923
s_408205,c_6,120.352655,32.350839,60,m_4923
s_408746,c_33,120.352278,32.351008,42,m_4923
s_413732,c_47,120.35540900000001,32.351855,76,m_4923
s_431870,c_13,120.35386399999999,32.351242,64,m_4923
s_432526,c_25,120.354234,32.351110999999996,53,m_4923
s_440615,c_34,120.353801,32.351017999999996,40,m_4923
s_454565,c_30,120.35521499999999,32.351836,46,m_4923
s_469643,c_50,120.354119,32.351201,61,m_4923
s_474005,c_38,120.353774,32.350927,59,m_4923
s_476649,c_28,120.352682,32.351037,41,m_4923
s_480794,c_15,120.35211399999999,32.350907,67,m_4923
s_489693,c_34,120.35389199999999,32.35112,41,m_4923
s_491933,c_13,120.354708,32.351163,55,m_4923
s_497035,c_18,120.352397,32.35117,60,m_4923
s_504634,c_36,120.353904,32.351428000000006,48,m_4923
s_516869,c_50,120.35511699999999,32.351453,65,m_4923
s_524143,c_1,120.35462199999999,32.351147,57,m_4923
s_526144,c_27,120.35456,32.350636,40,m_4923
s_527387,c_44,120.35439199999999,32.350572,47,m_4923
s_555478,c_34,120.352429,32.350659,32,m_4923
s_557294,c_6,120.35521499999999,32.351836,67,m_4923
s_565844,c_36,120.35387,32.350934,51,m_4923
s_591653,c_14,120.354381,32.350407000000004,44,m_4923
s_626485,c_26,120.354073,32.350474,45,m_4923
s_677276,c_49,120.35224699999999,32.351145,44,m_4923
s_688959,c_14,120.354051,32.350547,44,m_4923
s_697142,c_28,120.35558999999999,32.350958,40,m_4923
s_758055,c_30,120.353784,32.350536,39,m_4923
s_1027638,c_34,120.353872,32.350522,41,m_4923
s_1038683,c_133,120.354638,32.350586,49,m_4923
s_1236343,c_24,120.353945,32.351386,65,m_4923
s_1336941,c_34,120.353815,32.350431,41,m_4923
s_1643755,c_28,120.35266399999999,32.351057,44,m_4923
s_1885581,c_49,120.35439099999999,32.351632,55,m_4923
s_1948691,c_19,120.353935,32.350863000000004,67,m_4923
s_2002226,c_38,120.354481,32.351076,50,m_4923
s_2160895,c_53,120.354514,32.351124,63,m_4923
s_2295562,c_19,120.35451200000001,32.350797,60,m_4923
s_2391477,c_28,120.353749,32.350417,41,m_4923
s_2419464,c_50,120.35318899999999,32.350437,55,m_4923
s_2472726,c_59,120.353702,32.35041,42,m_4923
s_3036430,c_13,120.355135,32.351496000000004,55,m_4923
s_3253654,c_38,120.354606,32.350615999999995,46,m_4923
s_3275341,c_11,120.355769,32.351289,40,m_4923
s_3340392,c_34,120.35375400000001,32.350574,39,m_4923
s_3427511,c_15,120.352753,32.350209,58,m_4923
s_3487533,c_56,120.354598,32.350821999999994,54,m_4923
s_3631237,c_34,120.35377700000001,32.350651,40,m_4923
s_3647496,c_49,120.352106,32.349962,63,m_4923
s_3683550,c_47,120.354087,32.350749,63,m_4923
s_3770084,c_136,120.354087,32.350749,57,m_4923
s_3873162,c_28,120.353614,32.350046999999996,41,m_4923
s_3904072,c_28,120.354087,32.350749,40,m_4923
s_3915708,c_28,120.352753,32.350209,41,m_4923
s_3916127,c_34,120.35588700000001,32.351554,39,m_4923
s_3943893,c_34,120.352753,32.350209,39,m_4923
s_3969442,c_56,120.35508600000001,32.351424,51,m_4923
s_3972062,c_34,120.352934,32.350232,39,m_4923
s_3977532,c_34,120.354552,32.351132,35,m_4923
s_3993419,c_38,120.354087,32.350749,42,m_4923
s_3995889,c_25,120.35424099999999,32.350433,44,m_4923
