sid,cid,jing,wei,price,mid
s_1332,c_2,113.564575,23.159182,58,m_909
s_1559,c_49,113.56304899999999,23.158201000000002,73,m_909
s_2109,c_50,113.56398899999999,23.158426000000002,57,m_909
s_3278,c_30,113.564575,23.158447,48,m_909
s_7873,c_34,113.563842,23.158671,40,m_909
s_43745,c_38,113.564729,23.159262,40,m_909
s_48050,c_29,113.56469799999999,23.158853,48,m_909
s_52361,c_11,113.56391799999999,23.158545,51,m_909
s_52362,c_11,113.56411899999999,23.158587,52,m_909
s_60345,c_51,113.56449599999999,23.159183,64,m_909
s_60707,c_38,113.563771,23.158295000000003,44,m_909
s_72617,c_40,113.56411499999999,23.158513,63,m_909
s_74290,c_50,113.564205,23.159257999999998,64,m_909
s_77976,c_29,113.56413500000001,23.158265,61,m_909
s_95432,c_38,113.56348,23.158369,54,m_909
s_124754,c_25,113.56362299999999,23.15875,40,m_909
s_144577,c_6,113.563953,23.158399,60,m_909
s_147979,c_53,113.564048,23.158576,53,m_909
s_152358,c_30,113.56324199999999,23.159548,44,m_909
s_180331,c_9,113.56411200000001,23.158475,63,m_909
s_180421,c_34,113.56362800000001,23.15835,43,m_909
s_182458,c_19,113.563617,23.15843,56,m_909
s_213707,c_1,113.56325600000001,23.158979000000002,39,m_909
s_265769,c_30,113.56411100000001,23.158507999999998,46,m_909
s_271222,c_38,113.56486699999999,23.159287,48,m_909
s_292379,c_33,113.56411100000001,23.158507999999998,63,m_909
s_296677,c_29,113.564454,23.15914,46,m_909
s_303003,c_29,113.56400500000001,23.158731,42,m_909
s_311905,c_51,113.563226,23.158775,60,m_909
s_387291,c_1,113.563581,23.158337,63,m_909
s_390334,c_49,113.563953,23.158397,63,m_909
s_391252,c_50,113.563748,23.157873000000002,58,m_909
s_404178,c_53,113.563573,23.158412,50,m_909
s_405224,c_30,113.564824,23.158436,47,m_909
s_408716,c_30,113.564053,23.158074,52,m_909
s_410975,c_50,113.563787,23.158385,62,m_909
s_442481,c_50,113.564296,23.15834,62,m_909
s_475180,c_6,113.56486100000001,23.158293,60,m_909
s_520703,c_53,113.56400500000001,23.158731,61,m_909
s_563521,c_12,113.56411100000001,23.158507999999998,67,m_909
s_569491,c_127,113.56414099999999,23.158547,58,m_909
s_575541,c_62,113.563024,23.157857999999997,56,m_909
s_628402,c_38,113.56411100000001,23.158507999999998,43,m_909
s_638387,c_38,113.563778,23.158494,48,m_909
s_664813,c_38,113.56327900000001,23.158236,40,m_909
s_698243,c_30,113.56411499999999,23.158513,51,m_909
s_735905,c_1,113.564154,23.158442,62,m_909
s_773115,c_38,113.56393899999999,23.157438,53,m_909
s_791043,c_38,113.56411499999999,23.158513,54,m_909
s_825276,c_26,113.56343899999999,23.157486,45,m_909
s_830910,c_30,113.56340900000001,23.158734,46,m_909
s_851382,c_50,113.56411100000001,23.158507999999998,54,m_909
s_1025488,c_6,113.564574,23.15791,59,m_909
s_1117346,c_34,113.563652,23.15837,44,m_909
s_1179955,c_38,113.56348,23.158369,45,m_909
s_1199377,c_34,113.56411100000001,23.158507999999998,41,m_909
s_1337922,c_14,113.56353999999999,23.157466,49,m_909
s_1343416,c_6,113.564575,23.159182,61,m_909
s_1345550,c_38,113.56416000000002,23.158426000000002,36,m_909
s_1382687,c_38,113.56411499999999,23.158513,35,m_909
s_1421048,c_132,113.563239,23.158223,65,m_909
s_1423200,c_1,113.56411499999999,23.158513,44,m_909
s_1440805,c_7,113.56411499999999,23.158513,63,m_909
s_1499698,c_26,113.56413500000001,23.158265,53,m_909
s_1518331,c_50,113.56378899999999,23.158576,46,m_909
s_1923959,c_2,113.56411499999999,23.158513,59,m_909
s_1953001,c_2,113.56301100000002,23.158278,64,m_909
s_2453470,c_53,113.56411499999999,23.158513,53,m_909
s_2623857,c_30,113.56395800000001,23.15935,52,m_909
s_2853622,c_34,113.5635,23.158404,36,m_909
s_2859627,c_38,113.56411499999999,23.158513,59,m_909
s_2923050,c_38,113.56411499999999,23.158513,44,m_909
s_2994189,c_30,113.56411499999999,23.158513,44,m_909
s_3169096,c_1,113.56411499999999,23.158513,48,m_909
s_3280540,c_28,113.564764,23.159329,40,m_909
s_3438179,c_13,113.564151,23.159269000000002,59,m_909
s_3561448,c_49,113.56371200000001,23.158501,61,m_909
s_3574554,c_38,113.56411499999999,23.158513,46,m_909
s_3699873,c_136,113.56411499999999,23.158513,57,m_909
s_3727930,c_34,113.564858,23.15938,39,m_909
s_3735080,c_1,113.564254,23.15875,58,m_909
s_3746204,c_34,113.56411499999999,23.158513,42,m_909
s_3752485,c_25,113.564254,23.15875,54,m_909
s_3778862,c_30,113.56423600000001,23.159334,45,m_909
s_3832683,c_48,113.56411499999999,23.158513,57,m_909
s_3860334,c_48,113.56411499999999,23.158513,57,m_909
s_3910874,c_27,113.564035,23.157967000000003,36,m_909
s_3923236,c_15,113.5646,23.157792,67,m_909
s_3964308,c_38,113.56336599999999,23.157648000000002,42,m_909
s_3979187,c_38,113.564834,23.157355,41,m_909
