sid,cid,jing,wei,price,mid
s_372,c_30,119.86498200000001,26.659876,44,m_625
s_4229,c_36,119.86586799999999,26.658859000000003,50,m_625
s_4948,c_43,119.865489,26.659688,64,m_625
s_7986,c_49,119.86511599999999,26.659662,60,m_625
s_13041,c_29,119.86640600000001,26.660533,50,m_625
s_42513,c_12,119.864298,26.659514,64,m_625
s_42654,c_53,119.865958,26.658779,57,m_625
s_59420,c_36,119.865875,26.658958000000002,62,m_625
s_60887,c_43,119.86499199999999,26.658444,57,m_625
s_70173,c_13,119.86549699999999,26.659715999999996,60,m_625
s_82466,c_49,119.865147,26.659351,64,m_625
s_83617,c_30,119.866079,26.660596999999996,42,m_625
s_144396,c_30,119.86483899999999,26.659754,42,m_625
s_147610,c_1,119.864952,26.659203,57,m_625
s_161222,c_38,119.865326,26.66125,47,m_625
s_161345,c_24,119.86535900000001,26.659896000000003,59,m_625
s_167061,c_27,119.86549699999999,26.659715999999996,47,m_625
s_300063,c_4,119.86562099999999,26.660343,60,m_625
s_374324,c_4,119.86527099999999,26.660149,63,m_625
s_376466,c_14,119.86516499999999,26.660563,46,m_625
s_395679,c_30,119.86485,26.659605,44,m_625
s_400393,c_48,119.86588400000001,26.658855,44,m_625
s_401069,c_50,119.86518999999998,26.659984,73,m_625
s_404043,c_13,119.86616399999998,26.660682,63,m_625
s_404514,c_34,119.86635700000001,26.660671999999998,38,m_625
s_411198,c_29,119.86596200000001,26.658782000000002,40,m_625
s_412358,c_47,119.865632,26.660695,65,m_625
s_412982,c_53,119.86477099999999,26.659158,65,m_625
s_423723,c_50,119.866041,26.660695,62,m_625
s_425183,c_27,119.86578300000001,26.659228999999996,50,m_625
s_435304,c_13,119.86607099999999,26.659315000000003,60,m_625
s_444280,c_30,119.864471,26.659446000000003,40,m_625
s_452242,c_28,119.864722,26.659962,43,m_625
s_484391,c_28,119.86478600000001,26.659534999999998,47,m_625
s_491928,c_28,119.86541000000001,26.659682,41,m_625
s_493800,c_28,119.86541000000001,26.659682,45,m_625
s_494510,c_131,119.866584,26.660636,51,m_625
s_508244,c_13,119.86656599999999,26.660251000000002,57,m_625
s_534188,c_30,119.865058,26.660421999999997,45,m_625
s_537054,c_34,119.86631100000001,26.660675,42,m_625
s_540280,c_30,119.86541000000001,26.659682,44,m_625
s_540652,c_28,119.86541000000001,26.659682,42,m_625
s_551364,c_38,119.86518400000001,26.660369,44,m_625
s_553448,c_28,119.86541000000001,26.659682,35,m_625
s_569199,c_38,119.865394,26.660857,52,m_625
s_574744,c_12,119.86531799999999,26.659403,63,m_625
s_589806,c_27,119.86518600000001,26.659682,47,m_625
s_616429,c_49,119.86620500000001,26.660659000000003,66,m_625
s_632002,c_2,119.865695,26.660677000000003,63,m_625
s_804812,c_28,119.86475700000001,26.659905,43,m_625
s_831820,c_30,119.865399,26.65965,40,m_625
s_956582,c_33,119.864529,26.658573999999998,60,m_625
s_1000261,c_36,119.865255,26.659195,40,m_625
s_1036979,c_47,119.86516100000001,26.658416,66,m_625
s_1254143,c_1,119.86451299999999,26.659445,52,m_625
s_1417112,c_1,119.865399,26.65965,50,m_625
s_1469057,c_131,119.865399,26.65965,59,m_625
s_1471760,c_25,119.86621799999999,26.660621000000003,50,m_625
s_1956634,c_11,119.865466,26.660460999999998,60,m_625
s_2774209,c_12,119.864547,26.659038,52,m_625
s_2899977,c_28,119.86571599999999,26.661241999999998,40,m_625
s_3017581,c_38,119.86502800000001,26.658959999999997,46,m_625
s_3091323,c_30,119.865058,26.660918,40,m_625
s_3230696,c_29,119.865374,26.659640999999997,52,m_625
s_3465397,c_27,119.864901,26.659391999999997,40,m_625
s_3538978,c_49,119.865877,26.659491999999997,67,m_625
s_3554967,c_47,119.864325,26.65842,61,m_625
s_3568515,c_15,119.86607099999999,26.659321999999996,58,m_625
s_3576708,c_34,119.86573,26.660877000000003,40,m_625
s_3581658,c_15,119.86443200000001,26.659703999999998,58,m_625
s_3582288,c_24,119.864627,26.659987,60,m_625
s_3631602,c_2,119.864202,26.658419,58,m_625
s_3632940,c_7,119.86541000000001,26.659682,58,m_625
s_3734779,c_30,119.864998,26.659840999999997,44,m_625
s_3790850,c_28,119.86488200000001,26.660791999999997,40,m_625
s_3824745,c_28,119.866004,26.660641,42,m_625
s_3825550,c_12,119.866004,26.660660999999998,64,m_625
s_3827002,c_26,119.864935,26.659969,44,m_625
s_3838373,c_49,119.864298,26.659514,47,m_625
s_3843292,c_28,119.86516,26.660590000000003,43,m_625
s_3870249,c_13,119.866373,26.660428999999997,65,m_625
s_3875743,c_38,119.86526599999999,26.661272999999998,44,m_625
s_3879419,c_47,119.866561,26.660245,62,m_625
s_3898138,c_15,119.864298,26.659514,58,m_625
s_3922036,c_28,119.86488200000001,26.659738,38,m_625
s_3948432,c_34,119.864157,26.658294,40,m_625
s_3976422,c_38,119.865578,26.660854999999998,43,m_625
s_4005514,c_28,119.865374,26.659640999999997,41,m_625
