sid,cid,jing,wei,price,mid
s_1204,c_47,120.554949,30.851909000000003,68,m_4406
s_11805,c_29,120.55600700000001,30.850915000000004,50,m_4406
s_12225,c_49,120.55598400000001,30.851044,60,m_4406
s_40903,c_28,120.555012,30.851332,40,m_4406
s_76592,c_6,120.55471999999999,30.852063,60,m_4406
s_89730,c_43,120.55586100000001,30.851599,63,m_4406
s_236452,c_26,120.554047,30.852795,34,m_4406
s_251114,c_30,120.55586799999999,30.851243,50,m_4406
s_323274,c_28,120.553846,30.852664,40,m_4406
s_384516,c_13,120.554891,30.851627,62,m_4406
s_384745,c_24,120.555472,30.850991999999998,63,m_4406
s_385222,c_34,120.55606599999999,30.851001,42,m_4406
s_392349,c_24,120.554445,30.852446999999998,64,m_4406
s_404775,c_38,120.553025,30.852071999999996,50,m_4406
s_416351,c_136,120.555999,30.851021999999997,44,m_4406
s_421579,c_28,120.55564,30.851915999999996,40,m_4406
s_443342,c_28,120.553991,30.852813,36,m_4406
s_451159,c_34,120.554022,30.852627000000002,30,m_4406
s_455388,c_30,120.554631,30.851776,47,m_4406
s_457934,c_10,120.555516,30.851981,57,m_4406
s_461983,c_1,120.55306499999999,30.852096999999997,54,m_4406
s_463989,c_38,120.55593700000001,30.851158,40,m_4406
s_466755,c_13,120.555149,30.852234000000003,58,m_4406
s_487683,c_28,120.554521,30.852134999999997,44,m_4406
s_496146,c_28,120.55426399999999,30.851910999999998,43,m_4406
s_507919,c_6,120.55426399999999,30.851910999999998,62,m_4406
s_551184,c_49,120.55481499999999,30.852421000000003,48,m_4406
s_652319,c_28,120.55344299999999,30.852771999999998,40,m_4406
s_697591,c_6,120.555897,30.851219,57,m_4406
s_747954,c_29,120.55628100000001,30.851243,38,m_4406
s_914822,c_38,120.553083,30.852590999999997,35,m_4406
s_1075916,c_28,120.55628100000001,30.851065999999996,34,m_4406
s_1099684,c_15,120.552626,30.852957,65,m_4406
s_1200493,c_38,120.55429099999999,30.85251,56,m_4406
s_1320175,c_50,120.55336899999999,30.851706,65,m_4406
s_1323525,c_49,120.55583100000001,30.851403,62,m_4406
s_1474828,c_36,120.554149,30.851338000000002,50,m_4406
s_1491351,c_28,120.554073,30.852759999999996,46,m_4406
s_1938745,c_50,120.55478500000001,30.8515,60,m_4406
s_2904322,c_28,120.556248,30.851236,43,m_4406
s_3015499,c_15,120.554631,30.851776,64,m_4406
s_3032826,c_41,120.55408600000001,30.852210999999997,71,m_4406
s_3044554,c_26,120.55352099999999,30.852175,46,m_4406
s_3138027,c_1,120.554079,30.852101,55,m_4406
s_3147022,c_13,120.55582,30.851249,57,m_4406
s_3425333,c_25,120.55446599999999,30.852158000000003,47,m_4406
s_3573884,c_28,120.55426399999999,30.851910999999998,36,m_4406
s_3631317,c_27,120.55438000000001,30.852739,41,m_4406
s_3702006,c_38,120.556403,30.851540999999997,39,m_4406
s_3755793,c_36,120.55478500000001,30.8515,49,m_4406
s_3781606,c_28,120.55438000000001,30.852739,34,m_4406
s_3784296,c_28,120.55438000000001,30.852739,41,m_4406
s_3793474,c_38,120.553223,30.852072999999997,44,m_4406
s_3814747,c_34,120.553855,30.851899,41,m_4406
s_3870700,c_34,120.55276200000002,30.852084,34,m_4406
s_3871544,c_34,120.554281,30.852434999999996,38,m_4406
s_3949127,c_49,120.552995,30.852107,56,m_4406
s_3985246,c_38,120.554631,30.851776,41,m_4406
